,Season,Episode,Scene,Scene_Start,Scene_End,Speaking_Chararacters,Appearing_Characters,Scene_Tiitles,Specific_Stories,Scene_Texts,Scene_Keybords,Scene_Entities,MRS,Scene_Links,Scene_on_Video,Scene_Topics
34,1,2,34,374.64,502,"tyrion_lannister,myrcella_baratheon,jaime_lannister,cersei_lannister","tommen_baratheon,cersei_lannister,myrcella_baratheon,jaime_lannister,tyrion_lannister",Tyrion Lannister's Journey-Tyrion Lannister leaves to the wall,"Bran Stark- Bran falls, Tyrion Lannister -Tyrion leaving to the wall","Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burnt black. Little brother. Beloved siblings. Is Bran going to die? Apparently not. What do you mean? The Maester says the boy may live. It no mercy, letting a child linger in such pain. Only the gods know for certain. All the rest of us can do is pray. The charms of the north seem entirely lost on you. I still ca not believe you are going. It ridiculous even for you. Where your sense of wonder? The greatest structure ever built, the intrepid men of the Night Watch, the wintry abode of the The White Walkers. Tell me you are not thinking of taking the black. And go celibate? The whores would go begging from Dorne to Casterly Rock. I just want to stand on top of the Wall and piss off the edge of the world. The children do not need to hear your filth. Come. Even if the boy lives, he will be a cripple, a grotesque. Give me a good clean death any day. Speaking for the grotesques, I would have to disagree. Death is so final, whereas life... Life is full of possibilities. I hope the boy does wake. I would be very interested to hear what he has to say. My dear brother, there are times you make me wonder whose side you are on. My dear brother, you wound me. You know how much I love my family.",go death life brother dear boy wonder child black,"['maester_luwin', 'night watch', 'white walkers', 'dorne', 'rock casterly', 'wall', 'night watch', 'white walkers', 'dorne', 'casterly rock', 'wall', 'night watch', 'white walkers', 'dorne', 'casterly rock', 'wall']",0,1E01S42,5,[2]
35,1,2,35,502,642.04,"catelyn_stark,cersei_lannister","bran_stark,catelyn_stark,cersei_lannister",Bran Stark's Journey-Bran Stark falls,Bran Stark- Bran falls,"Please. I would have dressed, your Grace. This is your home. I am your guest. Handsome one, is not he? I lost my first boy, a little black-haired beauty. He was a fighter too... Tried to beat the fever that took him. Forgive me. It the last thing you need to hear right now. I never knew. It was years ago. Robert was crazed, beat his hands bloody on the wall, all the things men do to show you how much they care... The boy looked just like him. Such a little thing... A bird without feathers. They came to take his body away and Robert held me. I screamed and I battled, but he held me. That little bundle. They took him away and I never saw him again. Never have visited the crypt, never. I pray to the Mother every morning and night that she return your child to you. I am grateful. Perhaps this time she will listen.",held never return little took beat right thing,"['robert_baratheon', 'lothar_frey']",0,1E01S42,6,[19]
36,1,2,36,642.04,740.12,"jon_snow,jaime_lannister","jaime_lannister,jon_snow",Jon Snow as Lord Commander-Jon Snow farewell,Jon Snow-Jon is bastard-Jon as night's watch,"A sword for the wall? I already have one. Good man. Have you swung it yet? Of course I have. At someone, I mean. It a strange thing, the first time you cut a man. You realize we are nothing but sacks of meat and blood and some bone to keep it all standing. Let me thank you ahead of time for guarding us all from the perils beyond the Wall... Wildlings and The White Walkers and whatnot. We are grateful to have good, strong men like you protecting us. We have guarded the Kingdoms for 8 000 years. Is it "" we "" already? Have you taken your vows then? Soon enough. Give my regards to the Night Watch. I am sure it will be thrilling to serve in such an elite force. And if not, It only for life.",guard alreadi peril regard us strange meat men,"['white walkers', 'kingdoms', 'white walkers', 'kingdoms', 'white walkers', 'kingdoms']",0,1E02S4,7,[11]
37,1,2,37,740.12,871.72,"arya_stark,jon_snow","nymeria,arya_stark,jon_snow",Jon Snow as Lord Commander-Jon Snow farewell,Jon Snow -Jon as night's watch-Jon farewell,"Thank you, Nymeria. Septa Mordane says I have to do it again. "" My things were not properly folded "", she says. Who cares how they are folded?! They are going to get all messed up anyway. It good you have got help. Watch. Nymeria, gloves. Impressive. Shut up. Nymeria, gloves! I have something for you. And it has to be packed very carefully. A present? Close the door. This is no toy. Be careful you do not cut yourself. It so skinny. So are you. I had the blacksmith make it for you special. It will not hack a man head off, but it can poke him full of holes if you are quick enough. I can be quick. You will have to work at it every day. How does it feel? Do you like the balance? I think so. First lesson Stick them with the pointy end. I know which end to use. I am going to miss you... Careful... All the best swords have names, you know. Sansa can keep her sewing needles. I have got a needle of my own.",care glove end needle nymeria quick fold,"['septa_unella', 'sansa_stark']",1,1E02S7,8,[0]
38,1,2,38,871.72,981,"jon_snow,catelyn_stark","bran_stark,catelyn_stark,jon_snow",Jon Snow as Lord Commander-Jon Snow farewell,Jon Snow -Jon as night's watch-Jon farewell,"I came to say goodbye to Bran. You have said it. I wish I could be here when you wake up. I am going north with Uncle Benjen. I am taking the black. I know we always talked about seeing the Wall together, but you will be able to come visit me at Castle Black when you are better. I will know my way around by then. I will be a sworn brother of the Night Watch. We can go out walking beyond the Wall, if you are not afraid. I want you to leave.",brother know goodbye night come see north black,"['bran_stark', 'wall', 'black castle', 'night watch', 'wall', 'wall', 'castle black', 'night watch', 'wall', 'wall', 'castle black', 'night watch', 'wall']",0,"1E01S43,1E02S4",9,[13]
39,1,2,39,981,1081.64,"catelyn_stark,eddard_stark","bran_stark,catelyn_stark,eddard_stark",Jon Snow as Lord Commander-Jon Snow farewell,"Ned Stark as King's Hand-Ned leaving Winterfell, Tyrion Lannister, Jon Snow-Bastard","17 years ago you rode off with Robert Baratheon. You came back a year later with another woman son. And now you are leaving again. I have no choice. That what men always say when honor calls. That what you tell your families, tell yourselves. You do have a choice. And you have made it. I ca not do it, Ned. I really ca not. You can. You must.",famili say came choice men alway ca year,['robert_baratheon'],0,1E02S8,10,[17]
40,1,2,40,1081.64,1125,"jon_snow,robb_stark","jon_snow,robb_stark,benjen_stark,eddard_stark,tyrion_lannister","Jon Snow as Lord Commander-Jon Snow identity,Jon Snow as Lord Commander-Jon Snow farewell",Jon Snow -Jon as night's watch-Jon farewell,"You have said goodbye to Bran? He is not going to die. I know it. You Starks are hard to kill. My mother? She was very kind. Good. Next time I see you, you will be all in black. It was always my color. Farewell, Snow. And you, Stark.",go kill time bran goodbye next color,"['bran_stark', 'stark_guard']",1,1E02S8,11,[5]
41,1,2,41,1125,1224.2,"jon_snow,eddard_stark","jon_snow,robb_stark,benjen_stark,eddard_stark,tyrion_lannister","Jon Snow as Lord Commander-Jon Snow identity,Jon Snow as Lord Commander-Jon Snow  leaves to the wall",Jon Snow -Jon as night's watch-Jon mother,"There great honor serving in the Night Watch. The Starks have manned the Wall for thousands of years. And you are a Stark. You might not have my name, but you have my blood. Is my mother alive? Does she know about me? Where I am, where I am going? Does she care? The next time we see each other, we will talk about your mother. I promise.",go next know time see man alive talk might,"['house_stark', 'stark_guard', 'wall', 'wall', 'wall']",1,"1E02S8,1E02S9",12,[1]
42,1,2,42,1224.2,1415.36,"robert_baratheon,eddard_stark","eddard_stark,robert_baratheon",Robert Barathaon as a King-Robert lovers and enemies,"Robert Barathaon as a King-Robert 's Targaryens hatred,Ned Stark as King's Hand- Ned's bastard","Gods, this is country! I have half a mind to leave them all behind and keep going. I have half a mind to go with you. What do you say, just you and me on the Kingsroad, swords at our sides, a couple of tavern wenches to warm our beds tonight. You should have asked me 20 years ago. There were wars to fight, women to marry... We never had the chance to be young. I recall a few chances. There was that one... Oh, what was her name? That common girl of yours? Becca? With the great big tits you could bury your face in. Bessie. She was one of yours. Bessie! Thank the gods for Bessie and her tits. Yours was... Aleena? No. You told me once. Meryl? Your bastard mother? Wylla. That it. She must have been a rare wench to make Lord Eddard Stark forget his honor. You never told me what she looked like. Nor will I. We were at war. None of us knew if we were gonna go back home again. You are too hard on yourself. You always have been. I swear if I were not your King, you would have hit me already. The worst thing about your coronation... I will never get to hit you again. Trust me, that not the worst thing. There was a rider in the night. Daenerys Targaryen has wed some Dothraki horselord. What of it? Should we send her a wedding gift? A knife perhaps, a good sharp one, and a bold man to wield it. She little more than a child. Soon enough that child will spread her legs and start breeding. Tell me we are not speaking of this. Oh, it unspeakable to you? What her father did to your family... That was unspeakable. What Rhaegar Targaryen did to your sister... the woman I loved. I will kill every Targaryen I get my hands on. But you ca not get your hands on this one, can you? This Khal Drogo, it said he has 100,000 men in his horde. Even a million Dothraki are no threat to the realm, as long as they remain on the other side of the Narrow Sea. They have no ships, Robert. There are still those in the Seven Kingdoms who call me Usurper. If the Targaryen boy crosses with a Dothraki horde at his back, the scum will join him. He will not cross. And if by chance he does, we will throw him back into the sea. There a war coming, Ned. I do not know when, I do not know who we will be fighting, but",unspeakable half get tit bessie targaryen chance dothraki wench worst,"['house_targaryen', 'rhaegar_targaryen', 'daenerys_targaryen', 'eddard_stark', 'olenna_tyrell', 'bessie', 'kingsroad', 'dothraki', 'khal drogo', 'dothraki', 'sea narrow', 'robert', 'kingdoms seven', 'dothraki', 'kingsroad', 'dothraki', 'khal drogo', 'dothraki', 'narrow sea', 'robert', 'seven kingdoms', 'dothraki', 'kingsroad', 'dothraki', 'khal drogo', 'dothraki', 'narrow sea', 'robert', 'seven kingdoms', 'dothraki']",0,1E02S2,13,[17]
43,1,2,43,1474.18,1651.44,"tyrion_lannister,jon_snow,benjen_stark","rhaegal,jon_snow,viserion,benjen_stark,tyrion_lannister,ghost,drogon,daenerys_targaryen,rast,khal_drogo","Jon Snow as Lord Commander-Jon Snow leaves to the wall, Tyrion Lannister's Journey-Tyrion Lannister leaves to the wall","Jon Snow-Jon as night's watch, Tyrion Lannister- Tyrion as night's watch","Sit. You will be fed. Untie them. Rapers. They were given a choice no doubt... Castration or the Wall. Most choose the knife. Not impressed by your new brothers? Lovely thing about the Watch... You discard your old family and get a whole new one. Why do you read so much? Look at me and tell me what you see. Is this a trick? What you see is a dwarf. If I would been born a peasant they might have left me out in the woods to die. Alas, I was born a Lannister of Casterly Rock. Things are expected of me. My father was the Hand of the King for 20 years. Until your brother killed that King. Yes, until my brother killed him. Life is full of these little ironies. My sister married the new King and my repulsive nephew will be King after him. I must do my part for the honor of my house, would not you agree? But how? Well, my brother has his sword and I have my mind. And a mind needs books like a sword needs a whetstone. That why I read so much. And you? What your story, bastard? Ask me nicely and maybe I will tell you, dwarf. A bastard boy with nothing to inherit, off to join the ancient order of the Night Watch, alongside his valiant brothers-in-arms. The Night Watch protects the realm from... Yes yes, against grumpkins and snarks and all the other monsters your wet nurse warned you about. You are a smart boy. You do not believe that nonsense... Everything better with some wine in the belly.",dwarf born brother new read yes mind watch,"['alys_karstark', 'rock casterly', 'night watch', 'night watch', 'casterly rock', 'night watch', 'night watch', 'casterly rock', 'night watch', 'night watch']",0,"1E02S4,1E02S5",15,[10]
